tracking_number,code
0806542000760667,500
0215142000442708,500
0215142000442716,500
0806542000763562,500
0120132000650396,500
0806542000772068,500
0120132000654026,500
0120132000656328,500
0120132000650594,500
0215142000436569,500
0120132000656351,500
0806542000759529,500
0806542000760733,500
0806542000809050,500
0120132000649356,500
0120132000649356,500
0806542000759115,500
0120132000653143,500
0806542000770906,500
0120132000653903,500
0120132000683330,500
0120132000652715,500
0806542000760824,500
0806552000059887,500
0120132000652103,500
0806542000759610,500
0806542000780053,500
0806542000765278,500
0215142000435363,500
0120132000660379,500
0806542000806189,500
0120132000659256,500
0120142000072483,500
0120132000668158,500
0215142000432451,500
0120132000667176,500
0806542000765799,500
0120132000655205,500
0120132000656443,500
0120132000652632,500
0120132000658274,500
0606802000012937,500
0806542000761178,500
0806542000775962,500
0120132000652731,500
0120132000656484,500
0215142000446121,500
0606812000003760,500
0806542000767324,500
0606802000013158,500
0215142000433962,500
0806542000761087,500
0606812000003737,500
0806542000767407,500
0120132000683389,500
1206042000001067,500
0215142000435785,500
0120142000072178,500
0120142000072178,500
0120132000659017,500
0120132000659017,500
0606812000003729,500
0120132000657706,500
0120132000657706,500
0806552000060992,500
0806542000767480,500
0806542000767563,500
0215142000440868,500
0215142000438664,500
0215152000060772,500
0120132000657540,500
0120132000684015,500
0120132000654653,500
0120132000655684,500
0215142000444985,500
0120132000655221,500
0120132000654810,500
0120142000072517,500
0120132000656583,500
0120132000656583,500
0120132000676474,500
0806542000765682,500
0806542000806338,500
0606802000014115,500
0215142000434499,500
0215142000435637,500
0215142000435637,500
0120132000657961,500
0215142000438508,500
0120132000652723,500
0215142000437161,500
0215142000437161,500
0120142000073366,500
0215142000442823,500
0215142000442823,500
0806542000770716,500
0120132000652566,500
0806542000809068,500
0120132000685921,500
0215142000440884,500
0120132000662003,500
0215142000435108,500
0120132000651774,500
0806542000767613,500
0806542000767589,500
0806542000810199,500
0120132000651790,500
0120132000653861,500
0120132000660437,500
0120132000653887,500
0120132000688743,500
0806552000063863,500
0215142000435793,500
0120132000688537,500
0806542000766102,500
0120132000655056,500
0120142000072913,500
0120132000656682,500
0120132000652624,500
0120132000652665,500
0120132000656690,500
0120132000652004,500
0120132000684114,500
0215142000435686,500
0215142000440488,500
0806542000764552,500
0120132000684064,500
0806542000778099,500
0215142000443482,500
0120132000667192,500
0806542000769312,500
0606802000012812,500
0606802000012812,500
0806542000767738,500
0120132000652350,500
0806542000765500,500
0806542000806510,500
0806542000766326,500
0120132000660395,500
0215142000447517,500
0215142000443839,500
0120132000656849,500
0806542000765419,500
0806552000061198,500
0806542000767969,500
0806542000764883,500
0120132000667226,500
0806542000822590,500
0120142000076591,500
0120132000662078,500
5408072000031399,500
0806542000767878,500
0806542000766276,500
0120132000656807,500
0120132000655254,500
0120132000656856,500
0806542000770260,500
5408072000031464,500
0806542000767977,500
0120132000683918,500
5408072000033023,500
0215142000465576,500
0215142000438342,500
0120132000678686,500
0120132000678686,500
0120132000659819,500
0806542000777018,500
0120132000654240,500
0120132000654240,500
0120132000662045,500
0120132000654646,500
0215142000440009,500
0215142000437252,500
0806542000777117,500
0120132000664041,500
0806542000777075,500
0120142000076419,500
0215152000062182,500
0120132000664082,500
0120132000688578,500
0120132000654497,500
0120132000660403,500
0708082000001167,500
0215142000440975,500
0215142000450230,500
0120132000664652,500
0120132000673638,500
0120132000673638,500
0806542000768009,500
0215142000444571,500
0120132000679056,500
0120132000654562,500
0120132000654562,500
0120132000659470,500
0120142000073556,500
0806542000768892,500
0120132000660700,500
0215142000450255,500
0806542000780236,500
0120132000657201,500
0806552000060042,500
0120132000676870,500
0806542000768926,500
0215142000465808,500
0120132000684247,500
0806542000768157,500
0120132000658951,500
0120132000658951,500
0120132000658951,500
0806542000768140,500
0120132000655031,500
0215142000436320,500
0215142000441122,500
0120132000661435,500
0215142000450248,500
0120132000655064,500
0120132000654398,500
0606802000013042,500
0806542000770674,500
0215142000437245,500
0806542000768330,500
0806542000768470,500
0120132000662227,500
0215142000437088,500
0215142000437062,500
0215142000444787,500
0120132000688701,500
0806542000772738,500
0215142000441072,500
0120132000684361,500
0120132000655395,500
0215142000437906,500
0215142000437906,500
0806542000774288,500
0215142000445974,500
0806552000061339,500
0120132000694808,500
0806542000809290,500
0806542000809316,500
6106102000000202,500
0215142000444381,500
0215142000444381,500
0215142000439423,500
0215152000062257,500
0215152000062257,500
0120132000675518,500
0215142000446097,500
0120132000659132,500
0215142000440280,500
0120132000673786,500
0806542000769452,500
0215142000438326,500
0806542000768413,500
0806542000810157,500
0120132000685764,500
0215142000443748,500
0806542000772779,500
0806542000768462,500
6304192000001425,500
0806542000774478,500
0806542000775533,500
0806542000822764,500
0120132000654596,500
0120132000654596,500
5408072000031340,500
0215142000440702,500
0120132000684239,500
0806552000060711,500
0120132000657102,500
0120132000654380,500
0215142000465758,500
0120132000662276,500
0120142000076096,500
0120142000076096,500
0806542000769536,500
0120132000657110,500
0215142000442203,500
0806542000778156,500
0806542000772852,500
0215142000438847,500
0215152000062836,500
0215142000440306,500
0806542000774353,500
0806542000773017,500
0806542000770377,500
0806542000810298,500
0806542000769569,500
0120132000688651,500
0215142000444795,500
0215142000439175,500
0120132000684254,500
0120132000684254,500
0215152000060616,500
0215152000060616,500
0215152000060616,500
0120132000658746,500
0120132000685954,500
0120132000667358,500
0120142000077201,500
0215142000466335,500
0215152000060442,500
0806542000772928,500
0120132000655601,500
0120132000655635,500
0215142000441056,500
0120132000678678,500
0806542000772126,500
0806542000772977,500
0215142000446030,500
0806542000777992,500
0120132000657151,500
0120132000684379,500
0120132000667135,500
0120132000688800,500
0806542000807658,500
0120132000660718,500
0806542000771664,500
0215152000061929,500
0215142000445248,500
0806542000773827,500
0806542000771532,500
0120142000074901,500
0120142000074901,500
0120132000658001,500
0806542000778107,500
0806542000771854,500
0120132000657870,500
0806552000063087,500
0215152000062851,500
3006982000007960,500
0120132000659439,500
0120132000659231,500
0120132000659231,500
0215142000445933,500
0120132000679114,500
0606812000003851,500
0806542000773348,500
0806542000771847,500
0215142000440710,500
0806542000772662,500
0806542000773223,500
0215142000439639,500
0215142000439878,500
0215142000441742,500
0215142000452640,500
0120142000076039,500
0215142000466251,500
0806542000822699,500
0806542000773272,500
1706672000000712,500
0215142000440587,500
0806542000777257,500
5408072000031647,500
0120142000074125,500
0806542000780699,500
0120132000661310,500
0215142000441775,500
0215142000442880,500
0120132000668315,500
0120132000660742,500
0806542000779840,500
0120132000666871,500
0215142000443102,500
0215142000442229,500
0215142000442229,500
0606812000003786,500
0806542000773470,500
0120132000668646,500
0806542000773249,500
0215142000461385,500
0120142000074059,500
0215142000442740,500
0120132000668687,500
0120132000668687,500
0120132000668687,500
0606812000003794,500
0215142000455866,500
0120132000681177,500
0215142000442005,500
0806542000777505,500
0120132000660593,500
0806552000061081,500
0806542000779774,500
0120132000661294,500
0215152000061861,500
0215152000061861,500
0120132000681193,500
0120132000681193,500
0120132000681193,500
0806542000783578,500
0215142000442815,500
0215142000441999,500
0215142000454232,500
0215142000442401,500
0120132000668729,500
0120132000660940,500
0215142000444712,500
0215142000444712,500
0806542000810470,500
0120142000076088,500
0120132000706792,500
0120132000661732,500
0120132000682175,500
0215142000442344,500
0215142000442245,500
0120132000661385,500
0120132000690129,500
0120132000679239,500
0806542000774940,500
0806542000777588,500
0215152000060392,500
0215152000060392,500
0215152000060392,500
0806542000819125,500
0806542000819174,500
0215142000446105,500
0215142000443128,500
0120132000678645,500
0120132000661229,500
0120132000667457,500
5408072000031910,500
0120132000666012,500
0120132000675336,500
0120132000681227,500
0120132000667606,500
0806542000777216,500
0215142000451352,500
0120132000663175,500
0806542000778537,500
0215142000465675,500
5408082000004270,500
0120132000681250,500
0215142000463597,500
0215142000470469,500
0215142000462342,500
0120132000662920,500
0120132000663399,500
0120132000663118,500
0120132000681292,500
0120132000681292,500
0120132000662508,500
0806542000775871,500
0806542000819307,500
0215142000451345,500
0120132000663787,500
0215152000062216,500
0215142000442518,500
0806542000783453,500
0120132000680187,500
0806542000776028,500
0806542000783750,500
0215142000451428,500
0120132000675625,500
0215142000458597,500
0120132000666673,500
0120142000074471,500
5408072000032363,500
0120132000675740,500
0806542000796398,500
0120132000662938,500
6106092000000700,500
0806542000819257,500
0120132000684460,500
0806542000786803,500
0806542000779741,500
0120132000676276,500
0120132000676276,500
0120132000688891,500
0806542000779360,500
0215152000061317,500
0120132000684478,500
0215142000444910,500
0215142000443094,500
0120132000684510,500
0806542000777950,500
0120142000076641,500
0120142000076179,500
0806552000060968,500
0215142000444647,500
0120132000668885,500
0806542000777786,500
0806542000783495,500
0120142000074638,500
0215152000061259,500
0120142000073713,500
0120132000676086,500
0806542000776762,500
0120132000682860,500
0215142000443706,500
0215142000444100,500
0806542000798774,500
0806542000819240,500
0215142000454141,500
0806542000778149,500
0120132000665139,500
0120132000682324,500
0215142000444118,500
0215142000453788,500
0215142000453788,500
0806542000783784,500
0806542000819323,500
0120132000684619,500
0806542000797420,500
0120132000668968,500
0215142000449307,500
0806542000777471,500
0120132000666426,500
0120132000676763,500
0806542000779212,500
0806542000781093,500
0120132000678488,500
0120132000668935,500
0806542000781184,500
0215142000449190,500
0120132000671707,500
0120132000668919,500
0120132000686507,500
0806542000777869,500
0215142000446477,500
0806542000783792,500
0806542000819471,500
0806542000819356,500
1206042000001133,500
0215142000453325,500
0120132000684585,500
0120132000689030,500
0120132000676508,500
0120132000666756,500
0215142000445677,500
5408072000032801,500
0606812000003901,500
0120132000663779,500
0120132000675229,500
0806542000797412,500
0806552000061446,500
0120132000678504,500
0120132000681342,500
0120132000681375,500
0806542000783925,500
0120132000663043,500
0806542000781440,500
0215152000062984,500
0215142000445685,500
0806542000794401,500
0215142000451568,500
0215142000451568,500
0215152000061911,500
0806542000786654,500
0806552000064192,500
0806552000064184,500
0120142000076658,500
5408072000031936,500
0120132000662771,500
0806542000793080,500
0120132000666921,500
0806542000781358,500
5408072000032264,500
0120132000689048,500
5408072000032447,500
0120132000676193,500
0120132000682381,500
0120132000663159,500
0215142000458142,500
0806542000786746,500
0215142000446055,500
0120142000076237,500
0120132000682795,500
0806542000783222,500
0215142000445719,500
0806542000781390,500
0120132000682191,500
0806542000806759,500
0806542000781457,500
0215142000451477,500
0606812000003919,500
0120132000673836,500
0120132000682704,500
0120132000683355,500
0120132000663928,500
0215142000464892,500
0215142000458555,500
0120132000669073,500
0120132000665188,500
0120142000075080,500
0120132000676185,500
0215142000453382,500
0215142000463126,500
0806542000791456,500
5806712000006499,500
0806542000781275,500
5408072000031951,500
0215142000463290,500
0606802000013430,500
0215142000460619,500
0806542000792223,500
0806542000781341,500
6304192000001458,500
0806542000787223,500
0806542000781713,500
0806542000792280,500
0806542000781556,500
0120132000685509,500
0120132000663340,500
0120132000681425,500
0120132000681425,500
0806542000792249,500
0806542000797107,500
0806542000793585,500
0806542000823036,500
0120132000669172,500
0120132000675419,500
0120132000682688,500
0806542000788213,500
0806542000780400,500
0120132000674446,500
0806542000783339,500
0120132000663522,500
0215142000446246,500
0215142000459975,500
0806542000781655,500
0215142000466392,500
0806542000799137,500
0806542000781671,500
0806542000808607,500
0120132000669164,500
0806542000781648,500
0120132000673372,500
0120132000669156,500
0120132000674636,500
0120132000685475,500
0215142000449695,500
0215142000446162,500
0215142000446162,500
0215142000446162,500
0120132000669198,500
0120142000074026,500
0215142000456500,500
0806542000784113,500
0215142000448572,500
0120142000075700,500
0120142000075700,500
0120132000669248,500
0806542000785433,500
0120132000687208,500
0120132000666087,500
0120132000666087,500
0806542000781853,500
0806542000784188,500
0215142000451634,500
0120132000678462,500
0215142000447178,500
0806542000784204,500
0120132000664819,500
0215142000453101,500
0215142000447186,500
0806542000786498,500
0215142000459579,500
0215142000459579,500
0215142000459579,500
0215142000465337,500
0215142000448341,500
0120132000677381,500
0120142000074158,500
0215142000463134,500
0806542000784212,500
0806542000824216,500
0215142000455429,500
0120132000667481,500
0806542000794112,500
0215142000460106,500
0120132000665410,500
0806542000785110,500
0120132000686937,500
0806552000062295,500
0120132000684767,500
0215152000061366,500
0806542000786555,500
0120132000671152,500
0120132000689162,500
0120132000664561,500
0806542000785219,500
0806542000797396,500
0120132000668471,500
0215142000454901,500
0120142000075742,500
0806542000781788,500
0806542000797735,500
0806542000784311,500
0215142000453499,500
0120132000677373,500
0806542000785367,500
0215142000453341,500
0215142000453341,500
0120132000677126,500
0120132000674206,500
0120132000684007,500
0806542000782109,500
0120132000669347,500
0120132000664314,500
0120132000679163,500
0120132000682720,500
0215142000446360,500
0806542000785185,500
0215142000451642,500
0806542000788056,500
0120132000681599,500
0215142000460072,500
0215142000460072,500
0120132000673307,500
0806542000796927,500
0806542000787322,500
0806542000808615,500
0120132000684817,500
0806542000785318,500
0806542000791522,500
0215152000061531,500
0120132000684825,500
0215152000062208,500
0215142000446451,500
0215142000446451,500
0806542000797032,500
0120142000075759,500
0215142000457698,500
0120132000689212,500
0215142000449489,500
0806542000819653,500
0806542000819646,500
0215142000453168,500
0806542000784410,500
0120132000678959,500
0120142000076674,500
0120132000663852,500
0120132000675997,500
0215142000472028,500
0215142000451030,500
0215142000449257,500
0120132000684874,500
0806542000802022,500
0806542000799269,500
0120132000684882,500
0806542000802063,500
0120132000683579,500
0120132000683579,500
1706672000000704,500
0806542000785334,500
0806542000788254,500
0806542000784477,500
0120132000672341,500
0215142000455767,500
0120132000672994,500
0806542000782224,500
0215142000449034,500
0806542000784980,500
0120132000679197,500
0806542000791548,500
0215142000449877,500
0806542000795234,500
0120132000672382,500
0806542000796984,500
0120132000681557,500
0120132000672424,500
0215152000061754,500
0806542000798741,500
0806542000784543,500
0215142000451048,500
0806542000793684,500
0806542000795184,500
0806542000806742,500
0806542000797131,500
0120132000690897,500
0806542000787215,500
0606802000014305,500
0806542000824463,500
0806542000788833,500
0215142000453358,500
0120132000686002,500
0215142000462136,500
0806542000784576,500
0215142000461005,500
0120132000679940,500
0215142000459645,500
0120132000669495,500
0120132000679361,500
0120132000679361,500
0215142000462375,500
0120132000687109,500
0215142000463225,500
0215142000446592,500
0215142000447038,500
0806552000061321,500
0806542000826831,500
0120132000682878,500
0120132000664009,500
0806542000791621,500
0215142000463787,500
5408072000032561,500
0806542000788890,500
0120132000687265,500
0215142000446816,500
0215142000446816,500
5408072000032389,500
0215152000062877,500
0806542000783347,500
0806542000799343,500
0120132000665881,500
0120132000667937,500
0806542000788783,500
0806542000825312,500
0215142000459561,500
0215142000457029,500
0120132000669594,500
0215142000464918,500
0806542000826823,500
0215142000446758,500
0120132000674420,500
0120132000678843,500
0120132000687356,500
0215142000453507,500
0215142000463696,500
0215142000463696,500
0215142000463696,500
0806542000782810,500
0120132000682266,500
0606802000013455,500
0120132000669644,500
0120132000669651,500
0215142000446840,500
0708082000001449,500
0215142000455726,500
0215142000464926,500
0806542000794757,500
0120142000074893,500
0215142000459215,500
0215142000448507,500
0120132000674594,500
0806542000789054,500
0215142000449786,500
0606802000013331,500
0120132000676821,500
0120132000685004,500
0215142000456021,500
0215142000446873,500
0215142000473380,500
0215142000473380,500
0606812000004065,500
0120132000674370,500
0806542000797206,500
0806552000064325,500
0806542000796497,500
0120132000671129,500
0806542000791704,500
0215142000448655,500
0215142000446931,500
0806542000787447,500
0806542000788940,500
0806542000794823,500
0120132000679452,500
0215152000061697,500
0215142000457086,500
0120132000664272,500
0806542000788965,500
0806542000788106,500
0120132000669727,500
0120132000681615,500
0120132000681615,500
5806722000001473,500
5806722000001473,500
5806722000001473,500
0215142000475419,500
0120132000676334,500
0120132000681672,500
0215142000456591,500
0120142000075106,500
0120132000689287,500
0215142000463001,500
0215142000447103,500
0806542000790938,500
0806542000795226,500
0120132000677324,500
0120132000677324,500
0120132000664926,500
0806542000784824,500
0806542000793320,500
5408072000032769,500
0120132000681706,500
0120132000665683,500
0806542000785417,500
0806542000789237,500
0806542000807757,500
0120132000683660,500
0120132000679494,500
0120132000668224,500
0806542000786902,500
0806542000787066,500
0120132000669800,500
0120132000672549,500
0806542000788593,500
0806542000799434,500
0215142000462714,500
0215142000453812,500
0215142000453812,500
0215152000062737,500
0120132000679486,500
0215142000449935,500
0120132000666491,500
0806542000826930,500
0120132000689378,500
0120132000677886,500
0120132000669826,500
0806542000798287,500
0120142000074935,500
0215142000449554,500
0120132000664504,500
0215142000454513,500
0120132000677449,500
0120132000673919,500
0120132000685012,500
0215142000466061,500
0120132000681748,500
0806542000787595,500
0215142000451741,500
0215152000060871,500
0120132000702627,500
0806542000789385,500
0120132000679528,500
0120132000669958,500
0215152000060889,500
0806542000793833,500
0120132000685061,500
0120142000074521,500
0215142000453945,500
0806542000798212,500
0215142000458381,500
0120132000681805,500
0120132000681805,500
0120132000673208,500
0120132000673208,500
0215142000455551,500
0806542000827052,500
0120132000671343,500
0120132000673141,500
0806542000785458,500
0806542000796620,500
0215142000464868,500
0806542000789401,500
0806542000786183,500
0215142000464934,500
0806542000827102,500
0120132000687612,500
0806542000786308,500
0215152000061705,500
0215142000455833,500
0806542000794575,500
0120142000076682,500
